City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,New Norfolk,AU,-42.7826,147.0587,48.92,86,100,2.1,light rain
1,Byron Bay,AU,-28.65,153.6167,60.35,79,84,13.02,broken clouds
2,Provideniya,RU,64.3833,-173.3,46.27,77,96,6.8,overcast clouds
3,Adrar,MR,20.5022,-10.0711,94.96,28,93,10.96,overcast clouds
4,Kantemirovka,RU,49.7089,39.8592,59.45,94,19,7.07,few clouds
5,Hermanus,ZA,-34.4187,19.2345,53.37,68,66,4.61,broken clouds
6,Baghdad,IQ,33.3406,44.4009,84.11,23,0,6.91,clear sky
7,Mataura,NZ,-46.1927,168.8643,42.21,69,80,1.36,broken clouds
8,Ilulissat,GL,69.2167,-51.1,38.89,98,100,2.55,overcast clouds
9,Tarko-Sale,RU,64.9225,77.785,52.03,96,81,5.37,broken clouds
10,Bluff,NZ,-46.6,168.3333,40.8,82,43,5.01,scattered clouds
11,Punta Arenas,CL,-53.15,-70.9167,35.71,75,0,18.41,clear sky
12,Riyadh,SA,24.6877,46.7219,93.34,17,96,7.27,overcast clouds
13,Tuktoyaktuk,CA,69.4541,-133.0374,51.8,93,100,13.8,light rain
14,Dikson,RU,73.5069,80.5464,48.52,79,82,10.22,broken clouds
15,Georgetown,MY,5.4112,100.3354,77.9,95,20,4.61,few clouds
16,Schneverdingen,DE,53.1167,9.8,52.88,87,2,2.01,clear sky
17,Saint-Ambroise,CA,48.5501,-71.3324,77.54,63,66,5.41,broken clouds
18,Omboue,GA,-1.5746,9.2618,70.34,86,90,4.27,overcast clouds
19,Cidreira,BR,-30.1811,-50.2056,62.33,97,57,9.78,broken clouds
20,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,88,100,9.22,overcast clouds
21,Busselton,AU,-33.65,115.3333,50.77,69,86,10.09,overcast clouds
22,Puerto Ayora,EC,-0.7393,-90.3518,70.56,88,78,5.99,broken clouds
23,Kruisfontein,ZA,-34.0033,24.7314,50.88,83,52,17.38,light rain
24,Armidale,AU,-30.5167,151.65,45.14,84,64,4.72,broken clouds
25,Boa Vista,BR,2.8197,-60.6733,76.98,83,75,0.0,broken clouds
26,Perry,US,37.2506,-83.1999,90.84,47,7,3.4,light rain
27,Barrow,US,71.2906,-156.7887,39.22,81,100,13.8,overcast clouds
28,Eyl,SO,7.9803,49.8164,76.69,76,89,24.72,overcast clouds
29,Koper,SI,45.5469,13.7294,77.0,69,74,4.61,broken clouds
30,Aqtobe,KZ,50.2797,57.2072,68.09,64,0,4.47,clear sky
31,Port Lincoln,AU,-34.7333,135.8667,55.67,72,75,15.7,light rain
32,Ushuaia,AR,-54.8,-68.3,35.26,75,100,16.11,light snow
33,Severo-Kurilsk,RU,50.6789,156.125,56.82,88,55,4.23,broken clouds
34,Norman Wells,CA,65.282,-126.8329,62.64,82,75,4.61,broken clouds
35,Bethel,US,41.3712,-73.414,90.77,53,0,4.61,clear sky
36,Cockburn Town,TC,21.4612,-71.1419,82.36,65,40,18.41,scattered clouds
37,Huarmey,PE,-10.0681,-78.1522,63.37,85,64,8.59,broken clouds
38,Leopold,AU,-38.1833,144.4667,51.28,90,6,4.16,clear sky
39,Port Alfred,ZA,-33.5906,26.891,52.18,84,80,5.99,broken clouds
40,Kodiak,US,57.79,-152.4072,49.59,97,100,12.06,moderate rain
41,East London,ZA,-33.0153,27.9116,57.85,65,64,21.72,broken clouds
42,Albany,US,42.6001,-73.9662,91.17,47,19,3.4,few clouds
43,Padang,ID,-0.9492,100.3543,75.25,85,100,4.34,overcast clouds
44,Tiksi,RU,71.6872,128.8694,48.85,78,31,6.17,scattered clouds
45,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,87,95,3.49,overcast clouds
46,Itaituba,BR,-4.2761,-55.9836,86.16,66,20,0.0,few clouds
47,Coueron,FR,47.2151,-1.7217,58.21,87,9,6.02,clear sky
48,Matara,LK,5.9485,80.5353,78.15,86,96,13.06,overcast clouds
49,Carnarvon,AU,-24.8667,113.6333,63.18,64,60,17.4,broken clouds
50,Torbay,CA,47.6666,-52.7314,75.97,78,20,12.66,few clouds
51,Mayna,RU,54.1135,47.6231,61.3,78,28,3.18,scattered clouds
52,Arraial Do Cabo,BR,-22.9661,-42.0278,72.03,87,6,21.12,clear sky
53,Marabba,SD,12.35,32.1833,77.65,76,100,19.51,light rain
54,Mar Del Plata,AR,-38.0023,-57.5575,54.09,58,100,0.0,light rain
55,Khatanga,RU,71.9667,102.5,56.55,76,13,12.95,few clouds
56,Kashan,IR,33.9831,51.4364,88.14,26,22,9.4,few clouds
57,Lagoa,PT,39.05,-27.9833,72.57,90,21,9.93,few clouds
58,Hithadhoo,MV,-0.6,73.0833,81.25,72,100,4.36,overcast clouds
59,Iqaluit,CA,63.7506,-68.5145,47.93,87,100,3.44,overcast clouds
60,Jamestown,US,42.097,-79.2353,79.86,62,93,9.06,overcast clouds
61,Auki,SB,-8.7676,160.7034,84.0,66,12,3.2,few clouds
62,Buchanan,LR,5.8808,-10.0467,75.16,80,98,7.72,overcast clouds
63,Qaqortoq,GL,60.7167,-46.0333,44.33,89,99,4.25,overcast clouds
64,Rikitea,PF,-23.1203,-134.9692,72.91,63,0,8.39,clear sky
65,Maniitsoq,GL,65.4167,-52.9,46.08,84,90,6.85,overcast clouds
66,Vallenar,CL,-28.5708,-70.7581,60.89,68,0,2.77,clear sky
67,Komsomolskiy,UZ,40.4272,71.7189,84.92,26,2,6.91,clear sky
68,Lewistown,US,40.5992,-77.5714,87.82,71,0,9.22,clear sky
69,Doha,QA,25.2867,51.5333,93.18,55,0,4.61,clear sky
70,Lac Du Bonnet,CA,50.2536,-96.0612,67.96,65,42,15.48,scattered clouds
71,Diamantina,BR,-18.2494,-43.6003,58.03,67,4,4.92,clear sky
72,Fayaoue,NC,-20.65,166.5333,77.34,86,0,12.62,clear sky
73,Lebu,CL,-37.6167,-73.65,51.75,93,100,5.57,overcast clouds
74,Luanda,AO,-8.8368,13.2343,69.8,83,75,4.61,broken clouds
75,Kutum,SD,14.2,24.6667,81.82,36,62,4.74,broken clouds
76,Nadym,RU,65.5333,72.5167,49.89,86,100,18.86,light rain
77,Vaini,TO,-21.2,-175.2,75.36,73,20,11.5,few clouds
78,Flin Flon,CA,54.7682,-101.865,64.24,55,75,5.75,broken clouds
79,Mayo,US,38.8876,-76.5119,85.46,64,0,9.55,clear sky
80,Narsaq,GL,60.9167,-46.05,53.82,83,99,3.91,overcast clouds
81,Chicama,PE,-7.8447,-79.1469,64.63,80,42,8.3,scattered clouds
82,Nelson Bay,AU,-32.7167,152.15,57.11,97,26,8.01,scattered clouds
83,Chokurdakh,RU,70.6333,147.9167,59.04,44,84,11.81,broken clouds
84,Vao,NC,-22.6667,167.4833,73.71,87,85,15.03,overcast clouds
85,Taltal,CL,-25.4,-70.4833,56.97,86,31,3.29,scattered clouds
86,Hobart,AU,-42.8794,147.3294,49.26,94,75,0.0,moderate rain
87,Ribeira Grande,PT,38.5167,-28.7,74.32,87,51,5.79,broken clouds
88,Palmas,BR,-10.2128,-48.3603,78.67,53,0,5.75,clear sky
89,Luxor,EG,25.6989,32.6421,85.89,18,64,8.68,broken clouds
90,Vila Velha,BR,-20.3297,-40.2925,73.35,88,40,3.44,scattered clouds
91,Orchard Homes,US,46.8633,-114.0484,93.6,14,0,4.61,clear sky
92,Kaitangata,NZ,-46.2817,169.8464,40.96,69,46,2.33,scattered clouds
93,Basco,PH,20.4487,121.9702,84.43,75,99,7.54,overcast clouds
94,Matagami,CA,49.7502,-77.6328,73.51,56,0,5.75,clear sky
95,Castro,BR,-24.7911,-50.0119,59.5,67,100,2.71,overcast clouds
96,Butaritari,KI,3.0707,172.7902,81.39,80,25,15.86,light rain
97,Yellowknife,CA,62.456,-114.3525,70.57,36,18,14.16,few clouds
98,Ashqelon,IL,31.6693,34.5715,78.69,70,0,2.66,clear sky
99,Yulara,AU,-25.2406,130.9889,58.98,36,0,8.39,clear sky
100,Mahebourg,MU,-20.4081,57.7,69.26,83,40,11.5,scattered clouds
101,Baykit,RU,61.67,96.37,59.88,98,99,4.32,overcast clouds
102,Cape Town,ZA,-33.9258,18.4232,55.38,73,0,8.99,clear sky
103,Ust-Tsilma,RU,65.441,52.1498,48.99,86,91,3.2,overcast clouds
104,Sukhaya Buyvola,RU,45.1533,42.9956,62.24,67,23,11.7,few clouds
105,Suluq,LY,31.6682,20.2521,79.2,57,0,17.0,clear sky
106,Bonavista,CA,48.6499,-53.1147,65.01,90,52,5.23,broken clouds
107,Emerald,AU,-23.5333,148.1667,61.34,73,0,3.4,clear sky
108,Mount Isa,AU,-20.7333,139.5,62.37,45,0,0.0,clear sky
109,Longyearbyen,SJ,78.2186,15.6401,48.04,87,75,9.22,broken clouds
110,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,88,0,3.42,clear sky
111,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.32,46,100,5.48,overcast clouds
112,Sitka,US,57.0531,-135.33,57.09,88,100,9.22,overcast clouds
113,Honningsvag,NO,70.9821,25.9704,49.75,81,100,16.11,overcast clouds
114,Necochea,AR,-38.5473,-58.7368,53.26,88,86,2.89,overcast clouds
115,Rawson,AR,-43.3002,-65.1023,40.53,95,100,14.43,light rain
116,Pasco,US,28.292,-82.4165,84.45,84,97,2.13,overcast clouds
117,Pisco,PE,-13.7,-76.2167,60.85,82,100,2.3,mist
118,Sur,OM,22.5667,59.5289,86.83,68,41,9.22,scattered clouds
119,Bereda,ES,43.2686,-7.5406,60.58,100,11,2.86,few clouds
120,Mnogovershinnyy,RU,53.9353,139.9242,70.11,46,34,3.04,scattered clouds
